dteday;season;yr;weekday;hr;rider_type;riders;price;COGS;revenue;profit
2021-01-14 00:00:00.0000000;1;0;5;7;casual;0;3.99;1.24;0.0000;-1.2400
2021-01-14 00:00:00.0000000;1;0;5;7;registered;70;3.99;1.24;279.3000;278.0600
2021-01-14 00:00:00.0000000;1;0;5;8;casual;2;3.99;1.24;7.9800;6.7400
2021-01-14 00:00:00.0000000;1;0;5;8;registered;156;3.99;1.24;622.4400;621.2000
2021-01-14 00:00:00.0000000;1;0;5;9;casual;0;3.99;1.24;0.0000;-1.2400
2021-01-14 00:00:00.0000000;1;0;5;9;registered;117;3.99;1.24;466.8300;465.5900
2021-01-15 00:00:00.0000000;1;0;6;0;casual;3;3.99;1.24;11.9700;10.7300
2021-01-15 00:00:00.0000000;1;0;6;0;registered;25;3.99;1.24;99.7500;98.5100
2021-01-15 00:00:00.0000000;1;0;6;1;casual;2;3.99;1.24;7.9800;6.7400
2021-01-15 00:00:00.0000000;1;0;6;1;registered;18;3.99;1.24;71.8200;70.5800
2021-01-15 00:00:00.0000000;1;0;6;10;casual;2;3.99;1.24;7.9800;6.7400
2021-01-15 00:00:00.0000000;1;0;6;10;registered;57;3.99;1.24;227.4300;226.1900
2021-01-15 00:00:00.0000000;1;0;6;11;casual;18;3.99;1.24;71.8200;70.5800
2021-01-15 00:00:00.0000000;1;0;6;11;registered;54;3.99;1.24;215.4600;214.2200
2021-01-15 00:00:00.0000000;1;0;6;12;casual;15;3.99;1.24;59.8500;58.6100
2021-01-15 00:00:00.0000000;1;0;6;12;registered;74;3.99;1.24;295.2600;294.0200
2021-01-15 00:00:00.0000000;1;0;6;13;casual;21;3.99;1.24;83.7900;82.5500
2021-01-15 00:00:00.0000000;1;0;6;13;registered;80;3.99;1.24;319.2000;317.9600
2021-01-15 00:00:00.0000000;1;0;6;14;casual;26;3.99;1.24;103.7400;102.5000
2021-01-15 00:00:00.0000000;1;0;6;14;registered;92;3.99;1.24;367.0800;365.8400
2021-01-15 00:00:00.0000000;1;0;6;15;casual;21;3.99;1.24;83.7900;82.5500
2021-01-15 00:00:00.0000000;1;0;6;15;registered;108;3.99;1.24;430.9200;429.6800
2021-01-15 00:00:00.0000000;1;0;6;16;casual;33;3.99;1.24;131.6700;130.4300
2021-01-15 00:00:00.0000000;1;0;6;16;registered;95;3.99;1.24;379.0500;377.8100
2021-01-15 00:00:00.0000000;1;0;6;17;casual;29;3.99;1.24;115.7100;114.4700
2021-01-15 00:00:00.0000000;1;0;6;17;registered;54;3.99;1.24;215.4600;214.2200
2021-01-15 00:00:00.0000000;1;0;6;18;casual;15;3.99;1.24;59.8500;58.6100
2021-01-15 00:00:00.0000000;1;0;6;18;registered;69;3.99;1.24;275.3100;274.0700
2021-01-15 00:00:00.0000000;1;0;6;19;casual;14;3.99;1.24;55.8600;54.6200
2021-01-15 00:00:00.0000000;1;0;6;19;registered;60;3.99;1.24;239.4000;238.1600
2021-01-15 00:00:00.0000000;1;0;6;2;casual;0;3.99;1.24;0.0000;-1.2400
2021-01-15 00:00:00.0000000;1;0;6;2;registered;12;3.99;1.24;47.8800;46.6400
2021-01-15 00:00:00.0000000;1;0;6;20;casual;6;3.99;1.24;23.9400;22.7000
2021-01-15 00:00:00.0000000;1;0;6;20;registered;35;3.99;1.24;139.6500;138.4100
2021-01-15 00:00:00.0000000;1;0;6;21;casual;6;3.99;1.24;23.9400;22.7000
2021-01-15 00:00:00.0000000;1;0;6;21;registered;51;3.99;1.24;203.4900;202.2500
2021-01-15 00:00:00.0000000;1;0;6;22;casual;0;3.99;1.24;0.0000;-1.2400
2021-01-15 00:00:00.0000000;1;0;6;22;registered;26;3.99;1.24;103.7400;102.5000
2021-01-15 00:00:00.0000000;1;0;6;23;casual;5;3.99;1.24;19.9500;18.7100
2021-01-15 00:00:00.0000000;1;0;6;23;registered;39;3.99;1.24;155.6100;154.3700
2021-01-15 00:00:00.0000000;1;0;6;3;casual;1;3.99;1.24;3.9900;2.7500
2021-01-15 00:00:00.0000000;1;0;6;3;registered;7;3.99;1.24;27.9300;26.6900
2021-01-15 00:00:00.0000000;1;0;6;4;casual;0;3.99;1.24;0.0000;-1.2400
2021-01-15 00:00:00.0000000;1;0;6;4;registered;5;3.99;1.24;19.9500;18.7100
2021-01-15 00:00:00.0000000;1;0;6;5;casual;0;3.99;1.24;0.0000;-1.2400
2021-01-15 00:00:00.0000000;1;0;6;5;registered;1;3.99;1.24;3.9900;2.7500
2021-01-15 00:00:00.0000000;1;0;6;6;casual;1;3.99;1.24;3.9900;2.7500
2021-01-15 00:00:00.0000000;1;0;6;6;registered;2;3.99;1.24;7.9800;6.7400
2021-01-15 00:00:00.0000000;1;0;6;7;casual;1;3.99;1.24;3.9900;2.7500
2021-01-15 00:00:00.0000000;1;0;6;7;registered;9;3.99;1.24;35.9100;34.6700
2021-01-15 00:00:00.0000000;1;0;6;8;casual;1;3.99;1.24;3.9900;2.7500
2021-01-15 00:00:00.0000000;1;0;6;8;registered;22;3.99;1.24;87.7800;86.5400
2021-01-15 00:00:00.0000000;1;0;6;9;casual;2;3.99;1.24;7.9800;6.7400
2021-01-15 00:00:00.0000000;1;0;6;9;registered;31;3.99;1.24;123.6900;122.4500
2021-01-16 00:00:00.0000000;1;0;0;0;casual;6;3.99;1.24;23.9400;22.7000
2021-01-16 00:00:00.0000000;1;0;0;0;registered;33;3.99;1.24;131.6700;130.4300
2021-01-16 00:00:00.0000000;1;0;0;1;casual;4;3.99;1.24;15.9600;14.7200
2021-01-16 00:00:00.0000000;1;0;0;1;registered;19;3.99;1.24;75.8100;74.5700
2021-01-16 00:00:00.0000000;1;0;0;10;casual;8;3.99;1.24;31.9200;30.6800
2021-01-16 00:00:00.0000000;1;0;0;10;registered;71;3.99;1.24;283.2900;282.0500
2021-01-16 00:00:00.0000000;1;0;0;11;casual;23;3.99;1.24;91.7700;90.5300
2021-01-16 00:00:00.0000000;1;0;0;11;registered;70;3.99;1.24;279.3000;278.0600
2021-01-16 00:00:00.0000000;1;0;0;12;casual;29;3.99;1.24;115.7100;114.4700
2021-01-16 00:00:00.0000000;1;0;0;12;registered;75;3.99;1.24;299.2500;298.0100
2021-01-16 00:00:00.0000000;1;0;0;13;casual;23;3.99;1.24;91.7700;90.5300
2021-01-16 00:00:00.0000000;1;0;0;13;registered;95;3.99;1.24;379.0500;377.8100
2021-01-16 00:00:00.0000000;1;0;0;14;casual;22;3.99;1.24;87.7800;86.5400
2021-01-16 00:00:00.0000000;1;0;0;14;registered;69;3.99;1.24;275.3100;274.0700
2021-01-16 00:00:00.0000000;1;0;0;15;casual;35;3.99;1.24;139.6500;138.4100
2021-01-16 00:00:00.0000000;1;0;0;15;registered;78;3.99;1.24;311.2200;309.9800
2021-01-16 00:00:00.0000000;1;0;0;16;casual;22;3.99;1.24;87.7800;86.5400
2021-01-16 00:00:00.0000000;1;0;0;16;registered;77;3.99;1.24;307.2300;305.9900
2021-01-16 00:00:00.0000000;1;0;0;17;casual;23;3.99;1.24;91.7700;90.5300
2021-01-16 00:00:00.0000000;1;0;0;17;registered;82;3.99;1.24;327.1800;325.9400
2021-01-16 00:00:00.0000000;1;0;0;18;casual;11;3.99;1.24;43.8900;42.6500
2021-01-16 00:00:00.0000000;1;0;0;18;registered;56;3.99;1.24;223.4400;222.2000
2021-01-16 00:00:00.0000000;1;0;0;19;casual;14;3.99;1.24;55.8600;54.6200
2021-01-16 00:00:00.0000000;1;0;0;19;registered;47;3.99;1.24;187.5300;186.2900
2021-01-16 00:00:00.0000000;1;0;0;2;casual;3;3.99;1.24;11.9700;10.7300
2021-01-16 00:00:00.0000000;1;0;0;2;registered;13;3.99;1.24;51.8700;50.6300
2021-01-16 00:00:00.0000000;1;0;0;20;casual;7;3.99;1.24;27.9300;26.6900
2021-01-16 00:00:00.0000000;1;0;0;20;registered;50;3.99;1.24;199.5000;198.2600
2021-01-16 00:00:00.0000000;1;0;0;21;casual;6;3.99;1.24;23.9400;22.7000
2021-01-16 00:00:00.0000000;1;0;0;21;registered;22;3.99;1.24;87.7800;86.5400
2021-01-16 00:00:00.0000000;1;0;0;22;casual;2;3.99;1.24;7.9800;6.7400
2021-01-16 00:00:00.0000000;1;0;0;22;registered;19;3.99;1.24;75.8100;74.5700
2021-01-16 00:00:00.0000000;1;0;0;23;casual;0;3.99;1.24;0.0000;-1.2400
2021-01-16 00:00:00.0000000;1;0;0;23;registered;18;3.99;1.24;71.8200;70.5800
2021-01-16 00:00:00.0000000;1;0;0;3;casual;9;3.99;1.24;35.9100;34.6700
2021-01-16 00:00:00.0000000;1;0;0;3;registered;6;3.99;1.24;23.9400;22.7000
2021-01-16 00:00:00.0000000;1;0;0;4;casual;0;3.99;1.24;0.0000;-1.2400
2021-01-16 00:00:00.0000000;1;0;0;4;registered;1;3.99;1.24;3.9900;2.7500
2021-01-16 00:00:00.0000000;1;0;0;5;casual;1;3.99;1.24;3.9900;2.7500
2021-01-16 00:00:00.0000000;1;0;0;5;registered;1;3.99;1.24;3.9900;2.7500
2021-01-16 00:00:00.0000000;1;0;0;6;casual;0;3.99;1.24;0.0000;-1.2400
2021-01-16 00:00:00.0000000;1;0;0;6;registered;1;3.99;1.24;3.9900;2.7500
2021-01-16 00:00:00.0000000;1;0;0;7;casual;0;3.99;1.24;0.0000;-1.2400
2021-01-16 00:00:00.0000000;1;0;0;7;registered;3;3.99;1.24;11.9700;10.7300
2021-01-16 00:00:00.0000000;1;0;0;8;casual;0;3.99;1.24;0.0000;-1.2400
2021-01-16 00:00:00.0000000;1;0;0;8;registered;18;3.99;1.24;71.8200;70.5800
2021-01-16 00:00:00.0000000;1;0;0;9;casual;3;3.99;1.24;11.9700;10.7300
2021-01-16 00:00:00.0000000;1;0;0;9;registered;29;3.99;1.24;115.7100;114.4700
2021-01-17 00:00:00.0000000;1;0;1;0;casual;1;3.99;1.24;3.9900;2.7500
2021-01-17 00:00:00.0000000;1;0;1;0;registered;16;3.99;1.24;63.8400;62.6000
2021-01-17 00:00:00.0000000;1;0;1;1;casual;1;3.99;1.24;3.9900;2.7500
2021-01-17 00:00:00.0000000;1;0;1;1;registered;15;3.99;1.24;59.8500;58.6100
2021-01-17 00:00:00.0000000;1;0;1;10;casual;7;3.99;1.24;27.9300;26.6900
2021-01-17 00:00:00.0000000;1;0;1;10;registered;50;3.99;1.24;199.5000;198.2600
2021-01-17 00:00:00.0000000;1;0;1;11;casual;9;3.99;1.24;35.9100;34.6700
2021-01-17 00:00:00.0000000;1;0;1;11;registered;55;3.99;1.24;219.4500;218.2100
2021-01-17 00:00:00.0000000;1;0;1;12;casual;10;3.99;1.24;39.9000;38.6600
2021-01-17 00:00:00.0000000;1;0;1;12;registered;70;3.99;1.24;279.3000;278.0600
2021-01-17 00:00:00.0000000;1;0;1;13;casual;13;3.99;1.24;51.8700;50.6300
2021-01-17 00:00:00.0000000;1;0;1;13;registered;80;3.99;1.24;319.2000;317.9600
2021-01-17 00:00:00.0000000;1;0;1;14;casual;12;3.99;1.24;47.8800;46.6400
2021-01-17 00:00:00.0000000;1;0;1;14;registered;74;3.99;1.24;295.2600;294.0200
2021-01-17 00:00:00.0000000;1;0;1;15;casual;21;3.99;1.24;83.7900;82.5500
2021-01-17 00:00:00.0000000;1;0;1;15;registered;72;3.99;1.24;287.2800;286.0400
2021-01-17 00:00:00.0000000;1;0;1;16;casual;6;3.99;1.24;23.9400;22.7000
2021-01-17 00:00:00.0000000;1;0;1;16;registered;76;3.99;1.24;303.2400;302.0000
2021-01-17 00:00:00.0000000;1;0;1;17;casual;4;3.99;1.24;15.9600;14.7200
2021-01-17 00:00:00.0000000;1;0;1;17;registered;67;3.99;1.24;267.3300;266.0900
2021-01-17 00:00:00.0000000;1;0;1;18;casual;7;3.99;1.24;27.9300;26.6900
2021-01-17 00:00:00.0000000;1;0;1;18;registered;85;3.99;1.24;339.1500;337.9100
2021-01-17 00:00:00.0000000;1;0;1;19;casual;2;3.99;1.24;7.9800;6.7400
2021-01-17 00:00:00.0000000;1;0;1;19;registered;58;3.99;1.24;231.4200;230.1800
2021-01-17 00:00:00.0000000;1;0;1;2;casual;0;3.99;1.24;0.0000;-1.2400
2021-01-17 00:00:00.0000000;1;0;1;2;registered;8;3.99;1.24;31.9200;30.6800
2021-01-17 00:00:00.0000000;1;0;1;20;casual;4;3.99;1.24;15.9600;14.7200
2021-01-17 00:00:00.0000000;1;0;1;20;registered;29;3.99;1.24;115.7100;114.4700
2021-01-17 00:00:00.0000000;1;0;1;21;casual;3;3.99;1.24;11.9700;10.7300
2021-01-17 00:00:00.0000000;1;0;1;21;registered;24;3.99;1.24;95.7600;94.5200
2021-01-17 00:00:00.0000000;1;0;1;22;casual;0;3.99;1.24;0.0000;-1.2400
2021-01-17 00:00:00.0000000;1;0;1;22;registered;13;3.99;1.24;51.8700;50.6300
2021-01-17 00:00:00.0000000;1;0;1;23;casual;1;3.99;1.24;3.9900;2.7500
2021-01-17 00:00:00.0000000;1;0;1;23;registered;3;3.99;1.24;11.9700;10.7300
2021-01-17 00:00:00.0000000;1;0;1;3;casual;0;3.99;1.24;0.0000;-1.2400
2021-01-17 00:00:00.0000000;1;0;1;3;registered;2;3.99;1.24;7.9800;6.7400
2021-01-17 00:00:00.0000000;1;0;1;4;casual;1;3.99;1.24;3.9900;2.7500
2021-01-17 00:00:00.0000000;1;0;1;4;registered;2;3.99;1.24;7.9800;6.7400
2021-01-17 00:00:00.0000000;1;0;1;5;casual;0;3.99;1.24;0.0000;-1.2400
2021-01-17 00:00:00.0000000;1;0;1;5;registered;1;3.99;1.24;3.9900;2.7500
2021-01-17 00:00:00.0000000;1;0;1;6;casual;0;3.99;1.24;0.0000;-1.2400
2021-01-17 00:00:00.0000000;1;0;1;6;registered;5;3.99;1.24;19.9500;18.7100
2021-01-17 00:00:00.0000000;1;0;1;7;casual;4;3.99;1.24;15.9600;14.7200
2021-01-17 00:00:00.0000000;1;0;1;7;registered;9;3.99;1.24;35.9100;34.6700
2021-01-17 00:00:00.0000000;1;0;1;8;casual;3;3.99;1.24;11.9700;10.7300
2021-01-17 00:00:00.0000000;1;0;1;8;registered;30;3.99;1.24;119.7000;118.4600
2021-01-17 00:00:00.0000000;1;0;1;9;casual;8;3.99;1.24;31.9200;30.6800
2021-01-17 00:00:00.0000000;1;0;1;9;registered;39;3.99;1.24;155.6100;154.3700
2021-01-18 00:00:00.0000000;1;0;2;12;casual;0;3.99;1.24;0.0000;-1.2400
2021-01-18 00:00:00.0000000;1;0;2;12;registered;3;3.99;1.24;11.9700;10.7300
2021-01-18 00:00:00.0000000;1;0;2;13;casual;0;3.99;1.24;0.0000;-1.2400
2021-01-18 00:00:00.0000000;1;0;2;13;registered;22;3.99;1.24;87.7800;86.5400
2021-01-18 00:00:00.0000000;1;0;2;14;casual;2;3.99;1.24;7.9800;6.7400
2021-01-18 00:00:00.0000000;1;0;2;14;registered;26;3.99;1.24;103.7400;102.5000
2021-01-18 00:00:00.0000000;1;0;2;15;casual;3;3.99;1.24;11.9700;10.7300
2021-01-18 00:00:00.0000000;1;0;2;15;registered;32;3.99;1.24;127.6800;126.4400
2021-01-18 00:00:00.0000000;1;0;2;16;casual;0;3.99;1.24;0.0000;-1.2400
2021-01-18 00:00:00.0000000;1;0;2;16;registered;61;3.99;1.24;243.3900;242.1500
2021-01-18 00:00:00.0000000;1;0;2;17;casual;1;3.99;1.24;3.9900;2.7500
2021-01-18 00:00:00.0000000;1;0;2;17;registered;124;3.99;1.24;494.7600;493.5200
2021-01-18 00:00:00.0000000;1;0;2;18;casual;1;3.99;1.24;3.9900;2.7500
2021-01-18 00:00:00.0000000;1;0;2;18;registered;132;3.99;1.24;526.6800;525.4400
2021-01-18 00:00:00.0000000;1;0;2;19;casual;1;3.99;1.24;3.9900;2.7500
2021-01-18 00:00:00.0000000;1;0;2;19;registered;98;3.99;1.24;391.0200;389.7800
2021-01-18 00:00:00.0000000;1;0;2;20;casual;0;3.99;1.24;0.0000;-1.2400
2021-01-18 00:00:00.0000000;1;0;2;20;registered;83;3.99;1.24;331.1700;329.9300
2021-01-18 00:00:00.0000000;1;0;2;21;casual;0;3.99;1.24;0.0000;-1.2400
2021-01-18 00:00:00.0000000;1;0;2;21;registered;41;3.99;1.24;163.5900;162.3500
2021-01-18 00:00:00.0000000;1;0;2;22;casual;0;3.99;1.24;0.0000;-1.2400
2021-01-18 00:00:00.0000000;1;0;2;22;registered;33;3.99;1.24;131.6700;130.4300
2021-01-18 00:00:00.0000000;1;0;2;23;casual;1;3.99;1.24;3.9900;2.7500
2021-01-18 00:00:00.0000000;1;0;2;23;registered;19;3.99;1.24;75.8100;74.5700
2021-01-19 00:00:00.0000000;1;0;3;0;casual;0;3.99;1.24;0.0000;-1.2400
2021-01-19 00:00:00.0000000;1;0;3;0;registered;3;3.99;1.24;11.9700;10.7300
2021-01-19 00:00:00.0000000;1;0;3;1;casual;1;3.99;1.24;3.9900;2.7500
2021-01-19 00:00:00.0000000;1;0;3;1;registered;6;3.99;1.24;23.9400;22.7000
2021-01-19 00:00:00.0000000;1;0;3;10;casual;1;3.99;1.24;3.9900;2.7500
2021-01-19 00:00:00.0000000;1;0;3;10;registered;46;3.99;1.24;183.5400;182.3000
2021-01-19 00:00:00.0000000;1;0;3;11;casual;5;3.99;1.24;19.9500;18.7100
2021-01-19 00:00:00.0000000;1;0;3;11;registered;47;3.99;1.24;187.5300;186.2900
2021-01-19 00:00:00.0000000;1;0;3;12;casual;5;3.99;1.24;19.9500;18.7100
2021-01-19 00:00:00.0000000;1;0;3;12;registered;65;3.99;1.24;259.3500;258.1100
2021-01-19 00:00:00.0000000;1;0;3;13;casual;11;3.99;1.24;43.8900;42.6500
2021-01-19 00:00:00.0000000;1;0;3;13;registered;67;3.99;1.24;267.3300;266.0900
2021-01-19 00:00:00.0000000;1;0;3;14;casual;7;3.99;1.24;27.9300;26.6900
2021-01-19 00:00:00.0000000;1;0;3;14;registered;68;3.99;1.24;271.3200;270.0800
2021-01-19 00:00:00.0000000;1;0;3;15;casual;4;3.99;1.24;15.9600;14.7200
2021-01-19 00:00:00.0000000;1;0;3;15;registered;78;3.99;1.24;311.2200;309.9800
2021-01-19 00:00:00.0000000;1;0;3;16;casual;10;3.99;1.24;39.9000;38.6600
2021-01-19 00:00:00.0000000;1;0;3;16;registered;94;3.99;1.24;375.0600;373.8200
2021-01-19 00:00:00.0000000;1;0;3;17;casual;7;3.99;1.24;27.9300;26.6900
2021-01-19 00:00:00.0000000;1;0;3;17;registered;190;3.99;1.24;758.1000;756.8600
2021-01-19 00:00:00.0000000;1;0;3;18;casual;5;3.99;1.24;19.9500;18.7100
2021-01-19 00:00:00.0000000;1;0;3;18;registered;156;3.99;1.24;622.4400;621.2000
2021-01-19 00:00:00.0000000;1;0;3;19;casual;4;3.99;1.24;15.9600;14.7200
2021-01-19 00:00:00.0000000;1;0;3;19;registered;108;3.99;1.24;430.9200;429.6800
2021-01-19 00:00:00.0000000;1;0;3;2;casual;0;3.99;1.24;0.0000;-1.2400
2021-01-19 00:00:00.0000000;1;0;3;2;registered;3;3.99;1.24;11.9700;10.7300
2021-01-19 00:00:00.0000000;1;0;3;20;casual;2;3.99;1.24;7.9800;6.7400
2021-01-19 00:00:00.0000000;1;0;3;20;registered;74;3.99;1.24;295.2600;294.0200
2021-01-19 00:00:00.0000000;1;0;3;21;casual;4;3.99;1.24;15.9600;14.7200
2021-01-19 00:00:00.0000000;1;0;3;21;registered;55;3.99;1.24;219.4500;218.2100
2021-01-19 00:00:00.0000000;1;0;3;22;casual;6;3.99;1.24;23.9400;22.7000
2021-01-19 00:00:00.0000000;1;0;3;22;registered;53;3.99;1.24;211.4700;210.2300
2021-01-19 00:00:00.0000000;1;0;3;23;casual;1;3.99;1.24;3.9900;2.7500
2021-01-19 00:00:00.0000000;1;0;3;23;registered;27;3.99;1.24;107.7300;106.4900
2021-01-19 00:00:00.0000000;1;0;3;4;casual;1;3.99;1.24;3.9900;2.7500
2021-01-19 00:00:00.0000000;1;0;3;4;registered;1;3.99;1.24;3.9900;2.7500
2021-01-19 00:00:00.0000000;1;0;3;5;casual;0;3.99;1.24;0.0000;-1.2400
2021-01-19 00:00:00.0000000;1;0;3;5;registered;7;3.99;1.24;27.9300;26.6900
2021-01-19 00:00:00.0000000;1;0;3;6;casual;0;3.99;1.24;0.0000;-1.2400
2021-01-19 00:00:00.0000000;1;0;3;6;registered;32;3.99;1.24;127.6800;126.4400
2021-01-19 00:00:00.0000000;1;0;3;7;casual;1;3.99;1.24;3.9900;2.7500
2021-01-19 00:00:00.0000000;1;0;3;7;registered;89;3.99;1.24;355.1100;353.8700
2021-01-19 00:00:00.0000000;1;0;3;8;casual;1;3.99;1.24;3.9900;2.7500
2021-01-19 00:00:00.0000000;1;0;3;8;registered;196;3.99;1.24;782.0400;780.8000
2021-01-19 00:00:00.0000000;1;0;3;9;casual;2;3.99;1.24;7.9800;6.7400
2021-01-19 00:00:00.0000000;1;0;3;9;registered;107;3.99;1.24;426.9300;425.6900
2021-01-20 00:00:00.0000000;1;0;4;0;casual;5;3.99;1.24;19.9500;18.7100
2021-01-20 00:00:00.0000000;1;0;4;0;registered;8;3.99;1.24;31.9200;30.6800
2021-01-20 00:00:00.0000000;1;0;4;1;casual;2;3.99;1.24;7.9800;6.7400
2021-01-20 00:00:00.0000000;1;0;4;1;registered;3;3.99;1.24;11.9700;10.7300
2021-01-20 00:00:00.0000000;1;0;4;10;casual;1;3.99;1.24;3.9900;2.7500
2021-01-20 00:00:00.0000000;1;0;4;10;registered;56;3.99;1.24;223.4400;222.2000
2021-01-20 00:00:00.0000000;1;0;4;11;casual;5;3.99;1.24;19.9500;18.7100
2021-01-20 00:00:00.0000000;1;0;4;11;registered;63;3.99;1.24;251.3700;250.1300
2021-01-20 00:00:00.0000000;1;0;4;12;casual;7;3.99;1.24;27.9300;26.6900
2021-01-20 00:00:00.0000000;1;0;4;12;registered;77;3.99;1.24;307.2300;305.9900
2021-01-20 00:00:00.0000000;1;0;4;13;casual;12;3.99;1.24;47.8800;46.6400
2021-01-20 00:00:00.0000000;1;0;4;13;registered;86;3.99;1.24;343.1400;341.9000
2021-01-20 00:00:00.0000000;1;0;4;14;casual;6;3.99;1.24;23.9400;22.7000
2021-01-20 00:00:00.0000000;1;0;4;14;registered;75;3.99;1.24;299.2500;298.0100
2021-01-20 00:00:00.0000000;1;0;4;15;casual;8;3.99;1.24;31.9200;30.6800
2021-01-20 00:00:00.0000000;1;0;4;15;registered;62;3.99;1.24;247.3800;246.1400
2021-01-20 00:00:00.0000000;1;0;4;16;casual;8;3.99;1.24;31.9200;30.6800
2021-01-20 00:00:00.0000000;1;0;4;16;registered;83;3.99;1.24;331.1700;329.9300
2021-01-20 00:00:00.0000000;1;0;4;17;casual;8;3.99;1.24;31.9200;30.6800
2021-01-20 00:00:00.0000000;1;0;4;17;registered;207;3.99;1.24;825.9300;824.6900
2021-01-20 00:00:00.0000000;1;0;4;18;casual;1;3.99;1.24;3.9900;2.7500
2021-01-20 00:00:00.0000000;1;0;4;18;registered;184;3.99;1.24;734.1600;732.9200
2021-01-20 00:00:00.0000000;1;0;4;19;casual;6;3.99;1.24;23.9400;22.7000
2021-01-20 00:00:00.0000000;1;0;4;19;registered;146;3.99;1.24;582.5400;581.3000
2021-01-20 00:00:00.0000000;1;0;4;2;casual;0;3.99;1.24;0.0000;-1.2400
2021-01-20 00:00:00.0000000;1;0;4;2;registered;2;3.99;1.24;7.9800;6.7400
2021-01-20 00:00:00.0000000;1;0;4;20;casual;2;3.99;1.24;7.9800;6.7400
2021-01-20 00:00:00.0000000;1;0;4;20;registered;124;3.99;1.24;494.7600;493.5200
2021-01-20 00:00:00.0000000;1;0;4;21;casual;3;3.99;1.24;11.9700;10.7300
2021-01-20 00:00:00.0000000;1;0;4;21;registered;54;3.99;1.24;215.4600;214.2200
2021-01-20 00:00:00.0000000;1;0;4;22;casual;0;3.99;1.24;0.0000;-1.2400
2021-01-20 00:00:00.0000000;1;0;4;22;registered;56;3.99;1.24;223.4400;222.2000
2021-01-20 00:00:00.0000000;1;0;4;23;casual;3;3.99;1.24;11.9700;10.7300
2021-01-20 00:00:00.0000000;1;0;4;23;registered;28;3.99;1.24;111.7200;110.4800
2021-01-20 00:00:00.0000000;1;0;4;3;casual;0;3.99;1.24;0.0000;-1.2400
2021-01-20 00:00:00.0000000;1;0;4;3;registered;1;3.99;1.24;3.9900;2.7500
2021-01-20 00:00:00.0000000;1;0;4;4;casual;0;3.99;1.24;0.0000;-1.2400
2021-01-20 00:00:00.0000000;1;0;4;4;registered;1;3.99;1.24;3.9900;2.7500
2021-01-20 00:00:00.0000000;1;0;4;5;casual;0;3.99;1.24;0.0000;-1.2400
2021-01-20 00:00:00.0000000;1;0;4;5;registered;6;3.99;1.24;23.9400;22.7000
2021-01-20 00:00:00.0000000;1;0;4;6;casual;0;3.99;1.24;0.0000;-1.2400
2021-01-20 00:00:00.0000000;1;0;4;6;registered;35;3.99;1.24;139.6500;138.4100
2021-01-20 00:00:00.0000000;1;0;4;7;casual;1;3.99;1.24;3.9900;2.7500
2021-01-20 00:00:00.0000000;1;0;4;7;registered;100;3.99;1.24;399.0000;397.7600
2021-01-20 00:00:00.0000000;1;0;4;8;casual;2;3.99;1.24;7.9800;6.7400
2021-01-20 00:00:00.0000000;1;0;4;8;registered;247;3.99;1.24;985.5300;984.2900
2021-01-20 00:00:00.0000000;1;0;4;9;casual;3;3.99;1.24;11.9700;10.7300
2021-01-20 00:00:00.0000000;1;0;4;9;registered;140;3.99;1.24;558.6000;557.3600
2021-01-21 00:00:00.0000000;1;0;5;0;casual;1;3.99;1.24;3.9900;2.7500
2021-01-21 00:00:00.0000000;1;0;5;0;registered;20;3.99;1.24;79.8000;78.5600
2021-01-21 00:00:00.0000000;1;0;5;1;casual;0;3.99;1.24;0.0000;-1.2400
2021-01-21 00:00:00.0000000;1;0;5;1;registered;6;3.99;1.24;23.9400;22.7000
2021-01-21 00:00:00.0000000;1;0;5;10;casual;6;3.99;1.24;23.9400;22.7000
2021-01-21 00:00:00.0000000;1;0;5;10;registered;57;3.99;1.24;227.4300;226.1900
2021-01-21 00:00:00.0000000;1;0;5;11;casual;6;3.99;1.24;23.9400;22.7000
2021-01-21 00:00:00.0000000;1;0;5;11;registered;53;3.99;1.24;211.4700;210.2300
2021-01-21 00:00:00.0000000;1;0;5;12;casual;11;3.99;1.24;43.8900;42.6500
2021-01-21 00:00:00.0000000;1;0;5;12;registered;67;3.99;1.24;267.3300;266.0900
2021-01-21 00:00:00.0000000;1;0;5;13;casual;8;3.99;1.24;31.9200;30.6800
2021-01-21 00:00:00.0000000;1;0;5;13;registered;65;3.99;1.24;259.3500;258.1100
2021-01-21 00:00:00.0000000;1;0;5;14;casual;6;3.99;1.24;23.9400;22.7000
2021-01-21 00:00:00.0000000;1;0;5;14;registered;56;3.99;1.24;223.4400;222.2000
2021-01-21 00:00:00.0000000;1;0;5;15;casual;4;3.99;1.24;15.9600;14.7200
2021-01-21 00:00:00.0000000;1;0;5;15;registered;61;3.99;1.24;243.3900;242.1500
2021-01-21 00:00:00.0000000;1;0;5;16;casual;0;3.99;1.24;0.0000;-1.2400
2021-01-21 00:00:00.0000000;1;0;5;16;registered;97;3.99;1.24;387.0300;385.7900
2021-01-21 00:00:00.0000000;1;0;5;17;casual;10;3.99;1.24;39.9000;38.6600
2021-01-21 00:00:00.0000000;1;0;5;17;registered;151;3.99;1.24;602.4900;601.2500
2021-01-21 00:00:00.0000000;1;0;5;18;casual;1;3.99;1.24;3.9900;2.7500
2021-01-21 00:00:00.0000000;1;0;5;18;registered;119;3.99;1.24;474.8100;473.5700
